SymptomID,Symptom,Code
1201,DryCough;Fever;SputumProduction;,049727002011833005123979008386661006404684003248599002
1202,Headache;Fatigue;Fever;Chill;ConjunctivalHyperemia;SputumProduction;,022253000025064002105721009084229001123979008386661006248456009043724002246875002193894004404684003248599002
1203,Fatigue;Fever;,105721009084229001123979008386661006
1204,Myalgia;DryCough;Fatigue;Fever;Vomiting;,022253000404640003049727002011833005105721009084229001123979008386661006300359004422400008
1205,DryCough;Fever;,049727002011833005123979008386661006
1206,DryCough;Fatigue;Fever;Diarrhea;SoreThroat;,049727002011833005105721009084229001123979008386661006300373008062315008301365009162397003
1207,Fever;,123979008386661006
1208,DryCough;Fatigue;Fever;,049727002011833005105721009084229001123979008386661006
1209,Fatigue;,105721009084229001
1210,Headache;Myalgia;Dyspnea;,022253000025064002022253000404640003230145002267036007
1211,Myalgia;DryCough;Fever;Vomiting;Diarrhea;,022253000404640003049727002011833005123979008386661006300359004422400008300373008062315008
1212,DryCough;Fever;SputumProduction;,049727002011833005123979008386661006404684003248599002
1213,DryCough;SoreThroat;,049727002011833005301365009162397003
1214,Headache;DryCough;Fatigue;Fever;Chill;,022253000025064002049727002011833005105721009084229001123979008386661006248456009043724002
1215,DryCough;Diarrhea;Nausea;,049727002011833005300373008062315008386617003422587007
1216,DryCough;,049727002011833005
1217,DryCough;Fatigue;Fever;SoreThroat;SputumProduction;,049727002011833005105721009084229001123979008386661006301365009162397003404684003248599002
1218,DryCough;Fever;,049727002011833005123979008386661006
1219,DryCough;Fatigue;Fever;,049727002011833005105721009084229001123979008386661006
1220,DryCough;Fever;,049727002011833005123979008386661006
1221,Headache;DryCough;Fever;SoreThroat;,022253000025064002049727002011833005123979008386661006301365009162397003
1222,Myalgia;DryCough;Fever;Dyspnea;,022253000404640003049727002011833005123979008386661006230145002267036007
1223,DryCough;Fever;SputumProduction;,049727002011833005123979008386661006404684003248599002
1224,DryCough;Fever;Chill;,049727002011833005123979008386661006248456009043724002
1225,DryCough;Fever;Dyspnea;,049727002011833005123979008386661006230145002267036007
1226,Headache;DryCough;Fatigue;,022253000025064002049727002011833005105721009084229001
1227,Fatigue;Fever;SputumProduction;,105721009084229001123979008386661006404684003248599002
1228,Fever;Diarrhea;,123979008386661006300373008062315008
1229,Fatigue;Fever;SoreThroat;SputumProduction;,105721009084229001123979008386661006301365009162397003404684003248599002
1230,DryCough;Fever;Dyspnea;,049727002011833005123979008386661006230145002267036007
1231,Headache;DryCough;Fatigue;Fever;,022253000025064002049727002011833005105721009084229001123979008386661006
1232,Headache;Fatigue;Fever;SputumProduction;,022253000025064002105721009084229001123979008386661006404684003248599002
1233,DryCough;Fatigue;Fever;,049727002011833005105721009084229001123979008386661006
1234,SputumProduction;,404684003248599002
1235,DryCough;Fever;SputumProduction;,049727002011833005123979008386661006404684003248599002
1236,Myalgia;DryCough;Fever;SoreThroat;,022253000404640003049727002011833005123979008386661006301365009162397003
1237,DryCough;Fever;,049727002011833005123979008386661006
1238,DryCough;Fever;SputumProduction;,049727002011833005123979008386661006404684003248599002
1239,DryCough;Fever;Dyspnea;SoreThroat;,049727002011833005123979008386661006230145002267036007301365009162397003
1240,Myalgia;DryCough;SputumProduction;,022253000404640003049727002011833005404684003248599002
1241,Headache;Fatigue;Fever;Chill;SputumProduction;,022253000025064002105721009084229001123979008386661006248456009043724002404684003248599002
1242,DryCough;Fever;Chill;SputumProduction;,049727002011833005123979008386661006248456009043724002404684003248599002
1243,DryCough;Fever;,049727002011833005123979008386661006
1244,Myalgia;DryCough;Fatigue;Dyspnea;,022253000404640003049727002011833005105721009084229001230145002267036007
1245,Fatigue;Fever;Dyspnea;,105721009084229001123979008386661006230145002267036007
1246,DryCough;Fatigue;Fever;SputumProduction;,049727002011833005105721009084229001123979008386661006404684003248599002
1247,Myalgia;DryCough;Fever;SputumProduction;,022253000404640003049727002011833005123979008386661006404684003248599002
1248,DryCough;Fever;,049727002011833005123979008386661006
1249,Fatigue;Fever;Chill;,105721009084229001123979008386661006248456009043724002
1250,Myalgia;DryCough;Fever;Nausea;,022253000404640003049727002011833005123979008386661006386617003422587007
1251,Myalgia;Fever;,022253000404640003123979008386661006
1252,Headache;Myalgia;DryCough;Fatigue;Fever;SputumProduction;,022253000025064002022253000404640003049727002011833005105721009084229001123979008386661006404684003248599002
1253,Fever;Chill;,123979008386661006248456009043724002
1254,"",""
1255,DryCough;Fatigue;Fever;SputumProduction;,049727002011833005105721009084229001123979008386661006404684003248599002
1256,DryCough;Fever;SoreThroat;SputumProduction;,049727002011833005123979008386661006301365009162397003404684003248599002
1257,Fatigue;Fever;,105721009084229001123979008386661006
1258,Myalgia;DryCough;Fever;SputumProduction;,022253000404640003049727002011833005123979008386661006404684003248599002
1259,DryCough;Fatigue;Fever;,049727002011833005105721009084229001123979008386661006
1260,Fever;Dyspnea;Diarrhea;,123979008386661006230145002267036007300373008062315008
1261,DryCough;Fatigue;Fever;,049727002011833005105721009084229001123979008386661006
1262,DryCough;Fatigue;Fever;Dyspnea;Chill;,049727002011833005105721009084229001123979008386661006230145002267036007248456009043724002
1263,Myalgia;Fatigue;Fever;Dyspnea;,022253000404640003105721009084229001123979008386661006230145002267036007
1264,Myalgia;DryCough;Fatigue;Fever;,022253000404640003049727002011833005105721009084229001123979008386661006
1265,Headache;DryCough;Fever;,022253000025064002049727002011833005123979008386661006
1266,Myalgia;DryCough;Fatigue;Fever;SoreThroat;,022253000404640003049727002011833005105721009084229001123979008386661006301365009162397003
1267,Headache;Fatigue;Fever;Dyspnea;SputumProduction;,022253000025064002105721009084229001123979008386661006230145002267036007404684003248599002
1268,DryCough;Fatigue;Fever;Nausea;,049727002011833005105721009084229001123979008386661006386617003422587007
1269,Myalgia;Hemoptysis;Fatigue;Fever;SputumProduction;,022253000404640003022253000066857006105721009084229001123979008386661006404684003248599002
1270,DryCough;Fever;Vomiting;,049727002011833005123979008386661006300359004422400008
1271,DryCough;Fever;,049727002011833005123979008386661006
1272,DryCough;Fever;SputumProduction;,049727002011833005123979008386661006404684003248599002
1273,DryCough;Fatigue;Fever;Dyspnea;,049727002011833005105721009084229001123979008386661006230145002267036007
1274,DryCough;Fever;,049727002011833005123979008386661006
1275,Myalgia;DryCough;Fever;SputumProduction;,022253000404640003049727002011833005123979008386661006404684003248599002
1276,DryCough;Fever;SputumProduction;,049727002011833005123979008386661006404684003248599002
1277,DryCough;Vomiting;SputumProduction;,049727002011833005300359004422400008404684003248599002
1278,DryCough;Fever;SoreThroat;,049727002011833005123979008386661006301365009162397003
1279,DryCough;Fever;,049727002011833005123979008386661006
1280,DryCough;,049727002011833005
1281,Fever;,123979008386661006
1282,Fever;,123979008386661006
1283,DryCough;Fatigue;Fever;,049727002011833005105721009084229001123979008386661006
1284,Fever;SoreThroat;,123979008386661006301365009162397003
1285,DryCough;Fever;Dyspnea;SputumProduction;,049727002011833005123979008386661006230145002267036007404684003248599002
1286,DryCough;Fever;Nausea;,049727002011833005123979008386661006386617003422587007
1287,DryCough;Fatigue;SputumProduction;,049727002011833005105721009084229001404684003248599002
1288,DryCough;Fever;SputumProduction;,049727002011833005123979008386661006404684003248599002
1289,DryCough;Fever;Chill;,049727002011833005123979008386661006248456009043724002
1290,Headache;DryCough;Fever;,022253000025064002049727002011833005123979008386661006
1291,Myalgia;Fatigue;,022253000404640003105721009084229001
1292,Fatigue;Fever;Chill;Vomiting;,105721009084229001123979008386661006248456009043724002300359004422400008
1293,Myalgia;DryCough;Fever;SoreThroat;,022253000404640003049727002011833005123979008386661006301365009162397003
1294,Headache;DryCough;Fever;,022253000025064002049727002011833005123979008386661006
1295,DryCough;,049727002011833005
1296,DryCough;Fatigue;Fever;,049727002011833005105721009084229001123979008386661006
1297,Fever;SoreThroat;,123979008386661006301365009162397003
1298,DryCough;Fever;Diarrhea;SoreThroat;,049727002011833005123979008386661006300373008062315008301365009162397003
1299,Fever;Diarrhea;SputumProduction;,123979008386661006300373008062315008404684003248599002
1300,DryCough;,049727002011833005
1301,Fatigue;Fever;,105721009084229001123979008386661006
1302,DryCough;Fever;Dyspnea;Diarrhea;,049727002011833005123979008386661006230145002267036007300373008062315008
1303,DryCough;Fever;,049727002011833005123979008386661006
1304,Headache;DryCough;Fever;SputumProduction;,022253000025064002049727002011833005123979008386661006404684003248599002
1305,DryCough;Fatigue;Fever;SputumProduction;,049727002011833005105721009084229001123979008386661006404684003248599002
1306,Myalgia;DryCough;Fever;Dyspnea;,022253000404640003049727002011833005123979008386661006230145002267036007
1307,Fever;Dyspnea;SputumProduction;,123979008386661006230145002267036007404684003248599002
1308,Myalgia;Fatigue;Fever;Dyspnea;SoreThroat;SputumProduction;,022253000404640003105721009084229001123979008386661006230145002267036007301365009162397003404684003248599002
1309,DryCough;Fever;SoreThroat;SputumProduction;,049727002011833005123979008386661006301365009162397003404684003248599002
1310,DryCough;Fever;Dyspnea;Chill;,049727002011833005123979008386661006230145002267036007248456009043724002
1311,DryCough;Fever;Diarrhea;,049727002011833005123979008386661006300373008062315008
1312,DryCough;Fatigue;Fever;SputumProduction;,049727002011833005105721009084229001123979008386661006404684003248599002
1313,Fever;Diarrhea;SoreThroat;SputumProduction;,123979008386661006300373008062315008301365009162397003404684003248599002
1314,Fever;Nausea;,123979008386661006386617003422587007
1315,Fever;Chill;Nausea;,123979008386661006248456009043724002386617003422587007
1316,DryCough;Fever;,049727002011833005123979008386661006
1317,Myalgia;DryCough;Fatigue;Fever;Chill;,022253000404640003049727002011833005105721009084229001123979008386661006248456009043724002
1318,DryCough;Dyspnea;Chill;,049727002011833005230145002267036007248456009043724002
1319,Headache;Fatigue;,022253000025064002105721009084229001
1320,Myalgia;Fever;Vomiting;SputumProduction;,022253000404640003123979008386661006300359004422400008404684003248599002
1321,Headache;Myalgia;Fever;ConjunctivalHyperemia;Diarrhea;SputumProduction;,022253000025064002022253000404640003123979008386661006246875002193894004300373008062315008404684003248599002
1322,Fever;,123979008386661006
1323,DryCough;Fever;Dyspnea;,049727002011833005123979008386661006230145002267036007
1324,Fever;Dyspnea;SputumProduction;,123979008386661006230145002267036007404684003248599002
1325,Headache;DryCough;Fever;,022253000025064002049727002011833005123979008386661006
1326,DryCough;Fever;,049727002011833005123979008386661006
1327,Headache;DryCough;SputumProduction;,022253000025064002049727002011833005404684003248599002
1328,Headache;DryCough;Fever;Vomiting;,022253000025064002049727002011833005123979008386661006300359004422400008
1329,Myalgia;DryCough;Fever;SoreThroat;,022253000404640003049727002011833005123979008386661006301365009162397003
1330,DryCough;Fatigue;SputumProduction;,049727002011833005105721009084229001404684003248599002
1331,DryCough;Fever;SputumProduction;,049727002011833005123979008386661006404684003248599002
1332,Myalgia;DryCough;,022253000404640003049727002011833005
1333,DryCough;Fever;Dyspnea;Chill;,049727002011833005123979008386661006230145002267036007248456009043724002
1334,DryCough;Fever;Dyspnea;,049727002011833005123979008386661006230145002267036007
1335,DryCough;Fever;Chill;SputumProduction;,049727002011833005123979008386661006248456009043724002404684003248599002
1336,Headache;DryCough;Fatigue;Fever;Dyspnea;SputumProduction;,022253000025064002049727002011833005105721009084229001123979008386661006230145002267036007404684003248599002
1337,Fatigue;SputumProduction;,105721009084229001404684003248599002
1338,DryCough;Fever;SputumProduction;,049727002011833005123979008386661006404684003248599002
1339,Fatigue;Fever;,105721009084229001123979008386661006
1340,DryCough;Fatigue;Fever;Chill;,049727002011833005105721009084229001123979008386661006248456009043724002
1341,DryCough;Fatigue;Fever;,049727002011833005105721009084229001123979008386661006
1342,DryCough;Fatigue;Fever;,049727002011833005105721009084229001123979008386661006
1343,DryCough;SoreThroat;SputumProduction;,049727002011833005301365009162397003404684003248599002
1344,Myalgia;DryCough;Fatigue;Fever;,022253000404640003049727002011833005105721009084229001123979008386661006
1345,Fever;Vomiting;SputumProduction;,123979008386661006300359004422400008404684003248599002
1346,DryCough;Fever;SputumProduction;,049727002011833005123979008386661006404684003248599002
1347,DryCough;Fatigue;Fever;SputumProduction;,049727002011833005105721009084229001123979008386661006404684003248599002
1348,Headache;Fever;Chill;,022253000025064002123979008386661006248456009043724002
1349,Headache;DryCough;Fever;SoreThroat;,022253000025064002049727002011833005123979008386661006301365009162397003
1350,DryCough;Fever;Chill;SputumProduction;,049727002011833005123979008386661006248456009043724002404684003248599002
1351,Myalgia;DryCough;Fatigue;Fever;,022253000404640003049727002011833005105721009084229001123979008386661006
1352,Fever;SputumProduction;,123979008386661006404684003248599002
1353,Fever;,123979008386661006
1354,Fatigue;Fever;Dyspnea;,105721009084229001123979008386661006230145002267036007
1355,DryCough;Fever;SputumProduction;,049727002011833005123979008386661006404684003248599002
1356,DryCough;Fatigue;Fever;SputumProduction;,049727002011833005105721009084229001123979008386661006404684003248599002
1357,Fatigue;Fever;SputumProduction;,105721009084229001123979008386661006404684003248599002
1358,DryCough;,049727002011833005
1359,Headache;DryCough;Fatigue;Fever;Chill;,022253000025064002049727002011833005105721009084229001123979008386661006248456009043724002
1360,Fever;,123979008386661006
1361,DryCough;Fever;,049727002011833005123979008386661006
1362,DryCough;Fever;,049727002011833005123979008386661006
1363,Fatigue;Fever;,105721009084229001123979008386661006
1364,DryCough;Fever;,049727002011833005123979008386661006
1365,DryCough;Fatigue;Fever;SputumProduction;,049727002011833005105721009084229001123979008386661006404684003248599002
1366,DryCough;Fever;Chill;,049727002011833005123979008386661006248456009043724002
1367,Headache;DryCough;Fever;SoreThroat;,022253000025064002049727002011833005123979008386661006301365009162397003
1368,Fatigue;Fever;,105721009084229001123979008386661006
1369,Fever;SputumProduction;,123979008386661006404684003248599002
1370,DryCough;Fever;,049727002011833005123979008386661006
1371,SoreThroat;,301365009162397003
1372,DryCough;Fever;Diarrhea;,049727002011833005123979008386661006300373008062315008
1373,DryCough;Fever;,049727002011833005123979008386661006
1374,DryCough;Fever;,049727002011833005123979008386661006
1375,Headache;Fatigue;Fever;,022253000025064002105721009084229001123979008386661006
1376,DryCough;Fever;SputumProduction;,049727002011833005123979008386661006404684003248599002
1377,DryCough;Fever;SputumProduction;,049727002011833005123979008386661006404684003248599002
1378,Fatigue;Fever;Dyspnea;,105721009084229001123979008386661006230145002267036007
1379,Myalgia;DryCough;Fatigue;,022253000404640003049727002011833005105721009084229001
1380,Fever;Chill;,123979008386661006248456009043724002
1381,DryCough;Fatigue;Fever;Chill;,049727002011833005105721009084229001123979008386661006248456009043724002
1382,DryCough;Fatigue;SoreThroat;,049727002011833005105721009084229001301365009162397003
1383,Dyspnea;,230145002267036007
1384,Fever;,123979008386661006
1385,Fever;SoreThroat;,123979008386661006301365009162397003
1386,Headache;DryCough;Fatigue;Fever;Vomiting;,022253000025064002049727002011833005105721009084229001123979008386661006300359004422400008
1387,Fever;SputumProduction;,123979008386661006404684003248599002
1388,DryCough;Fever;,049727002011833005123979008386661006
1389,Headache;Fever;Dyspnea;Chill;,022253000025064002123979008386661006230145002267036007248456009043724002
1390,Headache;Myalgia;Fever;,022253000025064002022253000404640003123979008386661006
1391,DryCough;Fatigue;Fever;Dyspnea;SputumProduction;,049727002011833005105721009084229001123979008386661006230145002267036007404684003248599002
1392,DryCough;Fever;,049727002011833005123979008386661006
1393,DryCough;Fever;,049727002011833005123979008386661006
1394,Fatigue;Fever;Dyspnea;,105721009084229001123979008386661006230145002267036007
1395,Fatigue;Fever;SputumProduction;,105721009084229001123979008386661006404684003248599002
1396,DryCough;,049727002011833005
1397,DryCough;Fever;,049727002011833005123979008386661006
1398,DryCough;Fever;Dyspnea;,049727002011833005123979008386661006230145002267036007
1399,Fever;Dyspnea;,123979008386661006230145002267036007
1400,DryCough;Fatigue;Fever;,049727002011833005105721009084229001123979008386661006
1401,DryCough;Fever;SputumProduction;,049727002011833005123979008386661006404684003248599002
1402,Fever;Dyspnea;Chill;SputumProduction;,123979008386661006230145002267036007248456009043724002404684003248599002
1403,DryCough;Fatigue;Fever;,049727002011833005105721009084229001123979008386661006
1404,DryCough;Fatigue;Fever;,049727002011833005105721009084229001123979008386661006
1405,DryCough;Fever;,049727002011833005123979008386661006
1406,Myalgia;Fatigue;Fever;SputumProduction;,022253000404640003105721009084229001123979008386661006404684003248599002
1407,DryCough;Fatigue;Fever;Nausea;,049727002011833005105721009084229001123979008386661006386617003422587007
1408,DryCough;Fatigue;Fever;SputumProduction;,049727002011833005105721009084229001123979008386661006404684003248599002
1409,DryCough;Fatigue;Fever;Dyspnea;,049727002011833005105721009084229001123979008386661006230145002267036007
1410,Fever;Dyspnea;,123979008386661006230145002267036007
1411,DryCough;Fever;Dyspnea;,049727002011833005123979008386661006230145002267036007
1412,DryCough;Fever;,049727002011833005123979008386661006
1413,Headache;Fever;SoreThroat;,022253000025064002123979008386661006301365009162397003
1414,Myalgia;Fever;,022253000404640003123979008386661006
1415,Myalgia;Fever;Dyspnea;,022253000404640003123979008386661006230145002267036007
1416,DryCough;Fatigue;Fever;,049727002011833005105721009084229001123979008386661006
1417,DryCough;Fever;Dyspnea;SputumProduction;,049727002011833005123979008386661006230145002267036007404684003248599002
1418,Fever;,123979008386661006
1419,DryCough;Fatigue;Fever;SputumProduction;,049727002011833005105721009084229001123979008386661006404684003248599002
1420,DryCough;Fatigue;Fever;,049727002011833005105721009084229001123979008386661006
1421,DryCough;Fever;,049727002011833005123979008386661006
1422,Fever;,123979008386661006
1423,DryCough;Fever;SputumProduction;,049727002011833005123979008386661006404684003248599002
1424,Headache;DryCough;Fever;Dyspnea;Nausea;,022253000025064002049727002011833005123979008386661006230145002267036007386617003422587007
1425,Fever;SputumProduction;,123979008386661006404684003248599002
1426,DryCough;Fever;,049727002011833005123979008386661006
1427,DryCough;Fever;,049727002011833005123979008386661006
1428,DryCough;,049727002011833005
1429,Headache;Fever;Nausea;,022253000025064002123979008386661006386617003422587007
1430,Fever;SputumProduction;,123979008386661006404684003248599002
1431,DryCough;Fever;,049727002011833005123979008386661006
1432,Fatigue;Fever;SputumProduction;,105721009084229001123979008386661006404684003248599002
1433,DryCough;Fever;Dyspnea;Chill;,049727002011833005123979008386661006230145002267036007248456009043724002
1434,Fever;,123979008386661006
1435,DryCough;Fatigue;Fever;,049727002011833005105721009084229001123979008386661006
1436,DryCough;Fever;Dyspnea;,049727002011833005123979008386661006230145002267036007
1437,Fatigue;Fever;,105721009084229001123979008386661006
1438,Fatigue;Fever;Nausea;,105721009084229001123979008386661006386617003422587007
1439,Headache;DryCough;Fever;Vomiting;SoreThroat;SputumProduction;,022253000025064002049727002011833005123979008386661006300359004422400008301365009162397003404684003248599002
1440,Myalgia;DryCough;,022253000404640003049727002011833005
1441,DryCough;Fatigue;Fever;Dyspnea;,049727002011833005105721009084229001123979008386661006230145002267036007
1442,DryCough;Fever;SputumProduction;,049727002011833005123979008386661006404684003248599002
1443,DryCough;Fever;SputumProduction;,049727002011833005123979008386661006404684003248599002
1444,DryCough;Fever;,049727002011833005123979008386661006
1445,DryCough;SputumProduction;,049727002011833005404684003248599002
1446,Fatigue;Fever;Chill;,105721009084229001123979008386661006248456009043724002
1447,Headache;Fever;SputumProduction;,022253000025064002123979008386661006404684003248599002
1448,Fever;,123979008386661006
1449,DryCough;Fatigue;Fever;Chill;Vomiting;SputumProduction;,049727002011833005105721009084229001123979008386661006248456009043724002300359004422400008404684003248599002
1450,DryCough;Fatigue;Fever;,049727002011833005105721009084229001123979008386661006
1451,DryCough;Fever;Chill;,049727002011833005123979008386661006248456009043724002
1452,Fatigue;Fever;,105721009084229001123979008386661006
1453,DryCough;Fatigue;Fever;Vomiting;,049727002011833005105721009084229001123979008386661006300359004422400008
1454,Myalgia;,022253000404640003
1455,DryCough;Fever;,049727002011833005123979008386661006
1456,DryCough;Fatigue;Fever;SputumProduction;,049727002011833005105721009084229001123979008386661006404684003248599002
1457,DryCough;Fever;,049727002011833005123979008386661006
1458,DryCough;Fever;Chill;,049727002011833005123979008386661006248456009043724002
1459,DryCough;Fever;SputumProduction;,049727002011833005123979008386661006404684003248599002
1460,DryCough;Fever;Dyspnea;,049727002011833005123979008386661006230145002267036007
1461,Myalgia;Fatigue;Fever;Chill;,022253000404640003105721009084229001123979008386661006248456009043724002
1462,DryCough;Fever;,049727002011833005123979008386661006
1463,Myalgia;Fatigue;Fever;Chill;,022253000404640003105721009084229001123979008386661006248456009043724002
1464,Fever;Nausea;SputumProduction;,123979008386661006386617003422587007404684003248599002
1465,Fatigue;Fever;,105721009084229001123979008386661006
1466,DryCough;Fever;,049727002011833005123979008386661006
1467,DryCough;Fever;SoreThroat;SputumProduction;,049727002011833005123979008386661006301365009162397003404684003248599002
1468,DryCough;Fatigue;Fever;SoreThroat;SputumProduction;,049727002011833005105721009084229001123979008386661006301365009162397003404684003248599002
1469,DryCough;Fever;,049727002011833005123979008386661006
1470,DryCough;Fatigue;Fever;,049727002011833005105721009084229001123979008386661006
1471,SputumProduction;,404684003248599002
1472,DryCough;Fever;Dyspnea;Chill;,049727002011833005123979008386661006230145002267036007248456009043724002
1473,DryCough;Fever;Chill;SputumProduction;,049727002011833005123979008386661006248456009043724002404684003248599002
1474,Myalgia;DryCough;Fatigue;Fever;SoreThroat;Nausea;,022253000404640003049727002011833005105721009084229001123979008386661006301365009162397003386617003422587007
1475,DryCough;Fatigue;Fever;Dyspnea;,049727002011833005105721009084229001123979008386661006230145002267036007
1476,DryCough;Fever;,049727002011833005123979008386661006
1477,Headache;Myalgia;DryCough;Fatigue;Fever;Dyspnea;SoreThroat;,022253000025064002022253000404640003049727002011833005105721009084229001123979008386661006230145002267036007301365009162397003
1478,Headache;DryCough;Fatigue;Fever;SoreThroat;,022253000025064002049727002011833005105721009084229001123979008386661006301365009162397003
1479,DryCough;Fever;,049727002011833005123979008386661006
1480,Headache;DryCough;Fever;Vomiting;Diarrhea;SputumProduction;,022253000025064002049727002011833005123979008386661006300359004422400008300373008062315008404684003248599002
1481,DryCough;Fever;,049727002011833005123979008386661006
1482,DryCough;Chill;,049727002011833005248456009043724002
1483,Myalgia;DryCough;Dyspnea;,022253000404640003049727002011833005230145002267036007
1484,DryCough;Fatigue;Fever;,049727002011833005105721009084229001123979008386661006
1485,Fatigue;Fever;SputumProduction;,105721009084229001123979008386661006404684003248599002
1486,DryCough;Fatigue;Fever;Chill;,049727002011833005105721009084229001123979008386661006248456009043724002
1487,DryCough;Fever;,049727002011833005123979008386661006
1488,Headache;Fatigue;Fever;Dyspnea;,022253000025064002105721009084229001123979008386661006230145002267036007
1489,DryCough;Fatigue;Fever;,049727002011833005105721009084229001123979008386661006
1490,Fatigue;SputumProduction;,105721009084229001404684003248599002
1491,Headache;Fatigue;Fever;SputumProduction;,022253000025064002105721009084229001123979008386661006404684003248599002
1492,DryCough;Fatigue;Fever;Dyspnea;Chill;Vomiting;SputumProduction;,049727002011833005105721009084229001123979008386661006230145002267036007248456009043724002300359004422400008404684003248599002
1493,DryCough;Fever;,049727002011833005123979008386661006
1494,Fatigue;Fever;,105721009084229001123979008386661006
1495,DryCough;Fever;SoreThroat;,049727002011833005123979008386661006301365009162397003
1496,DryCough;Fever;,049727002011833005123979008386661006
1497,DryCough;Fever;SputumProduction;,049727002011833005123979008386661006404684003248599002
1498,Myalgia;Fever;SputumProduction;,022253000404640003123979008386661006404684003248599002
1499,DryCough;Fatigue;Fever;,049727002011833005105721009084229001123979008386661006
1500,DryCough;Fatigue;Fever;ConjunctivalHyperemia;,049727002011833005105721009084229001123979008386661006246875002193894004
1501,Myalgia;DryCough;Fatigue;Fever;,022253000404640003049727002011833005105721009084229001123979008386661006
1502,DryCough;Fatigue;Fever;Dyspnea;Diarrhea;,049727002011833005105721009084229001123979008386661006230145002267036007300373008062315008
1503,Fatigue;Fever;SputumProduction;,105721009084229001123979008386661006404684003248599002
1504,Myalgia;Fatigue;Fever;Dyspnea;,022253000404640003105721009084229001123979008386661006230145002267036007
1505,Myalgia;DryCough;Fatigue;Fever;Nausea;,022253000404640003049727002011833005105721009084229001123979008386661006386617003422587007
1506,DryCough;Fatigue;Fever;Dyspnea;SputumProduction;,049727002011833005105721009084229001123979008386661006230145002267036007404684003248599002
1507,DryCough;Fatigue;Fever;Dyspnea;,049727002011833005105721009084229001123979008386661006230145002267036007
1508,Myalgia;DryCough;Nausea;,022253000404640003049727002011833005386617003422587007
1509,DryCough;Fever;,049727002011833005123979008386661006
1510,Headache;DryCough;Fatigue;Fever;,022253000025064002049727002011833005105721009084229001123979008386661006
1511,Myalgia;DryCough;Fatigue;Fever;Dyspnea;SputumProduction;,022253000404640003049727002011833005105721009084229001123979008386661006230145002267036007404684003248599002
1512,Headache;DryCough;Fever;Dyspnea;,022253000025064002049727002011833005123979008386661006230145002267036007
1513,Fatigue;Fever;,105721009084229001123979008386661006
1514,DryCough;Fever;,049727002011833005123979008386661006
1515,DryCough;Fever;SputumProduction;,049727002011833005123979008386661006404684003248599002
1516,DryCough;Fever;,049727002011833005123979008386661006
1517,Myalgia;Fatigue;Fever;Vomiting;,022253000404640003105721009084229001123979008386661006300359004422400008
1518,DryCough;Fever;SoreThroat;,049727002011833005123979008386661006301365009162397003
1519,Headache;DryCough;Fatigue;Fever;SoreThroat;,022253000025064002049727002011833005105721009084229001123979008386661006301365009162397003
1520,Myalgia;DryCough;Fever;,022253000404640003049727002011833005123979008386661006
1521,Headache;Fatigue;Fever;,022253000025064002105721009084229001123979008386661006
1522,Hemoptysis;DryCough;Fatigue;Fever;,022253000066857006049727002011833005105721009084229001123979008386661006
1523,Headache;Fever;,022253000025064002123979008386661006
1524,Fever;SputumProduction;,123979008386661006404684003248599002
1525,DryCough;Chill;Vomiting;,049727002011833005248456009043724002300359004422400008
1526,DryCough;Fatigue;Fever;Chill;,049727002011833005105721009084229001123979008386661006248456009043724002
1527,DryCough;Fatigue;Fever;,049727002011833005105721009084229001123979008386661006
1528,Fever;SoreThroat;SputumProduction;,123979008386661006301365009162397003404684003248599002
1529,DryCough;Fatigue;,049727002011833005105721009084229001
1530,Headache;DryCough;Fatigue;Fever;,022253000025064002049727002011833005105721009084229001123979008386661006
1531,DryCough;Fatigue;Fever;SputumProduction;,049727002011833005105721009084229001123979008386661006404684003248599002
1532,Myalgia;DryCough;Fever;SputumProduction;,022253000404640003049727002011833005123979008386661006404684003248599002
1533,DryCough;Fatigue;Fever;SputumProduction;,049727002011833005105721009084229001123979008386661006404684003248599002
1534,Myalgia;DryCough;Fatigue;Dyspnea;,022253000404640003049727002011833005105721009084229001230145002267036007
1535,Myalgia;DryCough;Fever;,022253000404640003049727002011833005123979008386661006
1536,DryCough;Fever;Vomiting;SputumProduction;,049727002011833005123979008386661006300359004422400008404684003248599002
1537,DryCough;Fever;SoreThroat;,049727002011833005123979008386661006301365009162397003
1538,DryCough;Fatigue;Fever;Nausea;SputumProduction;,049727002011833005105721009084229001123979008386661006386617003422587007404684003248599002
1539,DryCough;Fatigue;Fever;,049727002011833005105721009084229001123979008386661006
1540,DryCough;Fever;,049727002011833005123979008386661006
1541,DryCough;Fever;,049727002011833005123979008386661006
1542,DryCough;Fever;Diarrhea;,049727002011833005123979008386661006300373008062315008
1543,DryCough;Fatigue;Fever;Dyspnea;,049727002011833005105721009084229001123979008386661006230145002267036007
1544,DryCough;Fever;Chill;,049727002011833005123979008386661006248456009043724002
1545,DryCough;Fever;Chill;SputumProduction;,049727002011833005123979008386661006248456009043724002404684003248599002
1546,DryCough;Fever;,049727002011833005123979008386661006
1547,DryCough;Fatigue;Fever;SputumProduction;,049727002011833005105721009084229001123979008386661006404684003248599002
1548,Fatigue;Fever;SputumProduction;,105721009084229001123979008386661006404684003248599002
1549,DryCough;Fever;,049727002011833005123979008386661006
1550,DryCough;Fatigue;Fever;,049727002011833005105721009084229001123979008386661006
1551,Fever;SputumProduction;,123979008386661006404684003248599002
